col1,SourceID,RA_1a,Dec_1a,isStageOne,isStageTwo,isStageThree,isStageFour,ra_1,dec_1,type_1,zpdf_1,zpdf_l68_1,zpdf_h68_1,zminchi2_1,chi2_best_1,m_i_1,m_z_1,m_k_1,mass_med_1,mass_med_min68_1,mass_med_max68_1,mass_best_1,sfr_med_1,sfr_med_min68_1,sfr_med_max68_1,sfr_best_1,Separation_1,ra_2,dec_2,type_2,zpdf_2,zpdf_l68_2,zpdf_h68_2,zminchi2_2,chi2_best_2,m_i_2,m_z_2,m_k_2,mass_med_2,mass_med_min68_2,mass_med_max68_2,mass_best_2,sfr_med_2,sfr_med_min68_2,sfr_med_max68_2,sfr_best_2,Separation_2
21227,6000442587064,150.0146557,2.5992059,false,false,true,false,150.014596,2.599312,0,1.219,1.208,1.24,1.214,1.6016107143,-22.568,-22.617,-23.191,10.308,10.269,10.342,10.332,1.902,1.832,1.97,1.921,0.4381655521138378,150.014576,2.598786,0,0.948,0.939,0.959,0.947,1.7795928571,-21.565,-21.825,-21.791,9.876,9.832,9.92,9.875,1.2,1.132,1.268,1.182,1.5385737883509762
21228,6000442587236,150.0202287,2.6026177,false,false,false,true,150.020181,2.602716,0,0.569,0.562,0.577,0.567,1.9495275862,-21.378,-21.452,-21.533,9.737,9.658,9.782,9.747,1.095,1.011,1.198,1.053,0.3932658240966032,150.019151,2.602849,0,1.36,0.502,4.061,0.227,0.3961676,-16.837,-17.031,-17.14,7.905,7.664,8.116,7.372,-0.537,-0.856,-0.237,0.035,3.964157370900375
21229,6000442587241,150.0249352,2.6028793,true,false,false,false,150.024875,2.603007,0,0.9,0.892,0.91,0.897,1.3490206897,-22.227,-22.545,-22.851,10.353,10.315,10.389,10.354,1.499,1.43,1.568,1.499,0.5081467977935344,150.025384,2.603485,0,0.961,0.951,0.971,0.961,1.5032137931,-21.299,-21.506,-21.081,9.746,9.711,9.784,9.755,0.929,0.845,0.997,0.939,2.712877523386481
21245,6000443107217,149.76777890000002,2.5260529,true,false,false,false,149.767836,2.526124,0,0.821,0.677,0.84,0.824,2.525425,-22.497,-22.885,-23.579,10.832,10.782,10.88,10.855,1.241,1.076,1.371,1.131,0.32815903645504396,149.767227,2.526696,0,0.732,0.724,0.739,0.733,1.2188275862,-21.983,-22.094,-22.254,10.111,10.07,10.146,10.123,1.285,1.217,1.363,1.268,3.0495621041233556
21246,6000443107358,149.76204130000005,2.5362397,false,false,true,false,149.762196,2.536261,0,0.41,0.403,0.417,0.409,5.2321034483,-21.154,-21.371,-21.821,10.134,10.056,10.22,10.269,0.576,0.431,0.825,0.506,0.561633649269681,149.762051,2.537289,0,0.209,0.194,0.22,0.211,0.55730714286,-16.995,-17.178,-17.042,8.374,8.276,8.461,8.312,-1.44,-1.546,-1.317,-1.533,3.777641085120216
21249,6000443406416,150.0744013,2.2998187000000003,false,false,false,true,150.074429,2.299861,0,0.28,0.273,0.287,0.277,1.7723344828,-19.856,-19.995,-19.919,9.248,9.213,9.284,9.263,0.06,-0.026,0.157,0.085,0.1819814921320523,150.074935,2.300502,0,1.654,1.592,1.719,1.648,1.9494884615,-21.266,-21.63,-22.342,9.806,9.703,10.038,9.747,1.728,1.399,1.844,1.796,3.1203419668780823
21255,6000443626552,149.7928628,1.9565073,false,true,false,false,149.792622,1.956468,0,0.528,0.521,0.536,0.528,2.9965692308,-22.378,-22.558,-22.452,9.948,9.913,9.984,9.913,1.975,1.907,2.058,1.96,0.8778505667238539,149.794584,1.957446,0,1.427,1.402,1.452,1.426,5.3094642857,-22.645,-22.576,-21.844,10.25,10.216,10.284,10.225,-0.4,-0.468,-0.332,-0.364,7.054743887280666
21258,6000443700925,149.9130988,2.0617982,false,false,false,true,149.913089,2.061856,0,0.978,0.837,0.994,0.84,2.9972321429,-22.956,-23.245,-23.559,10.8,10.766,10.834,10.762,-0.4,-0.468,-0.332,-0.373,0.2110458568042625,149.913091,2.062367,0,1.284,1.252,1.314,1.301,2.7016428571,-22.68,-23.034,-23.927,10.786,10.736,10.834,10.825,1.607,1.518,1.694,1.611,2.0478722733408787
21259,6000443701062,149.9304149,2.0845602,false,false,false,true,149.930381,2.084582,0,1.574,1.46,1.777,1.484,0.88202692308,-20.349,-20.46,-19.88,9.105,8.976,9.177,9.18,0.293,0.187,0.639,0.21,0.145028155456132,149.930096,2.084431,0,2.593,2.492,2.791,2.495,1.3365592593,-21.87,-22.064,-22.065,9.713,9.619,9.822,9.678,1.577,1.503,1.66,1.605,1.237977676135902
21260,6000443701089,149.9133281,2.082892,true,false,false,false,149.913317,2.082944,0,0.22,0.213,0.227,0.218,1.345437037,-16.172,-16.183,-16.206,7.564,7.46,7.666,7.526,-1.044,-1.292,-0.817,-0.839,0.19141194373716522,149.91366,2.083469,0,0.184,0.175,0.193,0.184,2.3704851852,-18.085,-18.185,-18.03,8.715,8.672,8.75,8.723,-0.9,-0.968,-0.832,-0.892,2.395937405903289
21262,6000443709301,150.0952935,2.384759,false,false,false,true,150.095353,2.384734,0,0.26,0.253,0.267,0.263,5.1145172414,-21.762,-22.131,-22.74,10.534,10.5,10.577,10.607,0.669,0.6,0.755,0.755,0.23216847798871876,150.096698,2.38602,0,0.112,0.067,0.141,0.113,0.9491962963,-13.658,-14.032,-14.96,7.028,7.009,7.164,6.452,-1.313,-1.565,-1.087,-1.167,6.791821563176214
21264,6000443756524,150.59214709999995,2.0252008000000004,false,false,false,true,150.592182,2.025256,0,0.733,0.724,0.74,0.733,2.5252275862,-22.339,-22.424,-22.879,10.268,10.221,10.314,10.33,1.715,1.504,1.82,1.483,0.23506453135113695,150.591702,2.025844,0,4.005,3.915,4.122,3.993,0.68224230769,-21.69,-21.223,-21.103,9.301,9.165,9.447,9.308,1.46,1.306,1.562,1.496,2.8153122258162244
21268,6000444077769,149.93514209999995,1.9276937,false,false,false,true,149.935142,1.927629,0,0.66,0.653,0.667,0.661,3.4252689655,-22.749,-22.969,-23.415,10.337,10.238,10.38,10.337,2.026,1.94,2.256,2.001,0.23292027789138742,149.934087,1.927347,0,0.179,0.078,0.629,0.219,0.43509615385,-14.028,-14.162,-14.02,7.034,7.011,7.167,6.381,-2.07,-2.387,-1.748,-1.619,3.9961256152382907
21269,6000444079693,150.32146799999995,2.1694694,false,false,false,true,150.32165,2.169361,0,0.714,0.705,0.722,0.715,1.5683172414,-21.404,-21.566,-21.524,9.634,9.598,9.677,9.625,1.203,1.133,1.272,1.19,0.7622067624727451,150.321705,2.170157,0,0.588,0.527,0.614,0.598,1.5934423077,-17.494,-16.912,-16.747,8.001,7.908,8.087,7.982,-0.762,-1.309,-0.501,-1.401,2.6180744579491373
21270,6000444079869,150.33051719999995,2.1729055,false,false,true,false,150.330568,2.172878,0,0.804,0.794,0.814,0.804,4.4502857143,-21.481,-21.458,-21.417,9.699,9.664,9.734,9.68,1.2,1.132,1.268,1.209,0.20784132289708399,150.3309,2.173554,0,3.175,2.786,3.433,3.279,0.9497,-22.768,-23.002,-23.319,10.472,10.318,10.577,10.563,1.866,1.594,2.242,1.429,2.7104853332985797
21272,6000444241258,149.82227980000005,2.5492918,true,false,false,false,149.822305,2.549395,0,0.792,0.782,0.801,0.791,2.8817714286,-21.476,-21.729,-22.787,10.276,10.187,10.353,10.315,1.557,1.406,1.82,1.468,0.3824146256284008,149.822205,2.548876,0,0.761,0.742,0.778,0.774,2.8369642857,-21.979,-22.341,-23.172,10.566,10.523,10.6,10.548,1.397,1.329,1.467,1.415,1.5208609474108241
21282,6000444354963,150.2867362,2.3508731,true,false,false,false,150.286575,2.350982,0,0.836,0.823,0.851,0.833,5.6559259259,-20.957,-20.964,-21.043,8.924,8.881,8.967,8.956,1.6,1.532,1.668,1.619,0.699928568758827,150.286891,2.350216,0,0.213,0.202,0.225,0.216,0.61105185185,-16.334,-16.423,-16.552,7.716,7.63,7.833,7.704,-0.924,-1.164,-0.803,-0.896,2.43020837005399
21288,6000444467682,150.04991830000003,2.2935541,false,false,false,true,150.049905,2.293547,0,0.929,0.923,0.937,0.928,4.143,-24.413,-24.55,-24.946,11.45,11.416,11.484,11.432,-0.6,-0.668,-0.532,-0.561,0.054241464506821456,150.050878,2.294197,0,0.886,0.872,0.901,0.88,1.8804892857,-22.246,-22.425,-22.818,10.702,10.667,10.737,10.712,0.207,0.134,0.28,0.237,4.156198081947325
21291,6000444529594,150.417196,1.9377597,false,true,false,false,150.417153,1.937658,0,0.807,0.794,0.825,0.8,0.94450740741,-21.273,-21.246,-21.479,9.75,9.704,9.793,9.753,0.928,0.838,1.113,0.906,0.39746634705395467,150.417919,1.937645,0,0.864,0.749,0.962,0.828,0.40043333333,-18.718,-18.86,-18.612,8.522,8.35,8.697,8.32,-0.022,-0.387,0.321,0.411,2.633880283657508
21292,6000444529702,150.4326979,1.9424714,false,true,false,false,150.432846,1.942465,0,0.377,0.365,0.392,0.377,4.3939642857,-19.749,-19.941,-20.291,9.155,9.116,9.194,9.207,0.39,0.317,0.466,0.404,0.5333515078860236,150.432444,1.941738,0,1.817,1.779,1.848,1.824,2.5782571429,-22.288,-22.453,-22.61,9.86,9.804,9.916,9.86,1.67,1.601,1.757,1.671,2.793810451141627
21293,6000444531173,150.45590149999995,2.36462,false,true,false,false,150.455864,2.364713,0,0.337,0.326,0.354,0.332,4.0444285714,-19.274,-19.438,-20.139,9.403,9.367,9.438,9.446,-0.806,-0.874,-0.734,-0.748,0.36095015541800823,150.456064,2.365279,0,0.315,0.306,0.324,0.315,3.8477931034,-21.23,-21.575,-22.238,10.4,10.366,10.434,10.438,-0.1,-0.168,-0.032,-0.037,2.4433427993868957
21294,6000444531178,150.4406849,2.365427,true,false,false,false,150.440659,2.36549,0,0.668,0.656,0.7,0.663,2.3763931034,-21.527,-21.733,-21.898,9.928,9.886,9.973,9.899,1.298,1.227,1.368,1.282,0.24518794425467078,150.44068,2.364722,0,0.356,0.347,0.366,0.356,1.8489793103,-20.558,-20.725,-21.033,9.819,9.75,9.869,9.833,0.207,0.134,0.276,0.151,2.538061196996294
21295,6000444531198,150.46575980000003,2.3698612,false,true,false,false,150.465712,2.36996,0,1.225,1.208,1.254,1.214,5.1916071429,-22.503,-22.443,-22.323,10.193,10.159,10.231,10.199,1.4,1.332,1.468,1.384,0.3950558898070209,150.466225,2.368913,0,1.735,1.433,2.562,1.69,0.74711923077,-19.373,-19.592,-19.846,8.829,8.616,8.998,8.444,0.51,0.328,0.822,0.824,3.801580230430106
21311,6000445085549,150.1400945,2.4059454,false,false,true,false,150.140158,2.405992,0,0.901,0.893,0.908,0.902,1.8739793103,-21.744,-22.055,-22.639,10.191,10.063,10.291,10.23,1.657,1.362,2.004,1.643,0.28338892622426104,150.139628,2.407064,0,0.915,0.904,0.924,0.916,2.9662724138,-22.986,-23.162,-23.586,10.791,10.758,10.831,10.773,-0.317,-0.385,-0.239,-0.363,4.362547263928493
21315,6000445197150,150.2007643,2.4606965,true,false,false,false,150.200879,2.460643,0,1.477,1.449,1.522,1.462,3.5946071429,-22.947,-23.246,-23.952,10.716,10.669,10.76,10.707,2.189,2.12,2.264,2.157,0.45528386692810113,150.201835,2.46138,0,0.33,0.323,0.337,0.331,3.2042310345,-20.291,-20.51,-21.139,9.747,9.713,9.783,9.736,-0.09,-0.165,-0.019,-0.126,4.569954287508669
21316,6000445197292,150.1761524,2.4778692,false,false,false,true,150.176265,2.477815,0,0.33,0.322,0.339,0.328,1.7656428571,-20.331,-20.487,-20.644,9.65,9.616,9.684,9.566,0.2,0.132,0.268,0.067,0.44953467109999273,150.176396,2.478534,0,2.348,2.281,2.393,2.365,1.4998222222,-22.692,-22.645,-22.527,9.995,9.824,10.087,9.837,1.739,1.596,2.22,2.211,2.548609452155137
21317,6000445197364,150.20066369999995,2.4711729,false,false,false,true,150.201078,2.471651,0,0.229,0.222,0.236,0.226,2.3631642857,-18.948,-19.122,-19.138,9.035,8.982,9.091,9.088,-0.504,-0.575,-0.43,-0.379,2.2765693599964836,150.201586,2.470762,0,0.644,0.604,0.722,0.641,0.54693571429,-18.479,-18.254,-18.262,8.492,8.375,8.599,8.637,-0.413,-0.666,-0.137,-0.652,3.6320681414605187
21319,6000445564012,149.976829,2.1076457000000004,true,false,false,false,149.976842,2.107642,0,0.991,0.974,1.002,0.996,1.0250821429,-20.994,-21.195,-21.266,9.472,9.426,9.531,9.431,1.186,1.109,1.264,1.197,0.04862818104163359,149.976252,2.107394,0,0.958,0.945,0.975,0.954,0.92262068966,-20.812,-21.131,-21.468,9.618,9.559,9.7,9.596,1.146,1.005,1.4,1.37,2.2649454856893496
21324,6000445662249,150.2824564,1.7271781000000002,true,false,false,false,150.282561,1.727292,0,0.589,0.572,0.613,0.583,0.61717777778,-19.918,-20.248,-20.447,9.434,9.381,9.494,9.436,0.43,0.139,0.576,0.519,0.5565980703106852,150.283236,1.726965,0,0.947,0.931,0.974,0.939,0.77166428571,-19.562,-19.599,-19.778,8.9,8.781,9.074,8.838,0.468,0.173,0.633,0.566,2.908291385156947
21325,6000445662277,150.28337109999995,1.7308751,false,true,false,false,150.283462,1.730851,0,0.875,0.865,0.908,0.873,1.694525,-23.302,-23.517,-23.859,11.1,11.066,11.134,11.045,-1.501,-1.569,-1.432,-1.523,0.33840156378131475,150.282282,1.731007,0,1.073,1.001,1.147,1.043,0.49594615385,-19.921,-20.067,-19.854,9.072,8.954,9.178,9.116,0.249,-0.015,0.48,0.199,3.94763298707446
21326,6000445662320,150.2834111,1.7305633000000002,false,false,false,false,150.285193,1.730409,0,0.876,0.792,0.951,0.875,1.1457074074,-19.066,-18.87,-18.929,8.783,8.656,8.898,8.823,-0.029,-0.317,0.231,-0.043,6.435930733124835,,,,,,,,,,,,,,,,,,,,
21327,6000445663128,150.3005445,1.7314413,false,false,true,false,150.301049,1.731242,0,0.95,0.941,0.959,0.948,2.8128413793,-23.204,-23.392,-23.627,11.051,11.016,11.085,11.033,0.7,0.632,0.768,0.662,1.9520115158992064,150.301283,1.73196,0,0.604,0.592,0.615,0.606,2.382437037,-19.534,-19.566,-19.813,9.023,8.967,9.08,9.025,0.074,-0.046,0.303,0.042,3.247858259169232
21328,6000445665669,150.34794319999995,2.7428963,false,false,false,true,150.348208,2.743068,0,0.605,0.593,0.615,0.608,1.9182214286,-22.134,-22.5,-22.897,10.641,10.563,10.692,10.648,1.222,1.134,1.341,1.18,1.1352241682776674,150.346976,2.742967,0,1.044,0.962,1.116,1.047,0.68311923077,-20.305,-20.429,-19.476,8.911,8.775,9.026,8.943,0.425,0.182,0.694,0.393,3.487231391102191
21334,6000446000703,149.59544630000005,2.0563555,false,false,false,true,149.595348,2.056409,0,0.11,0.102,0.118,0.11,2.3011321429,-16.199,-16.32,-15.834,8.015,7.969,8.077,7.898,-1.677,-1.762,-1.608,-1.774,0.4026966214005378,149.596127,2.056264,0,0.51,0.258,0.714,0.574,0.44416538462,-16.901,-16.864,-17.109,7.974,7.754,8.211,7.909,-0.786,-1.213,-0.457,-0.691,2.4709959861972908
21335,6000446001010,149.6315041,2.0658848,true,false,false,false,149.631419,2.065926,0,1.193,1.179,1.21,1.191,1.8045111111,-21.97,-22.05,-22.389,10.387,10.353,10.428,10.378,-0.8,-0.868,-0.732,-0.758,0.3401959765110389,149.631415,2.066275,0,0.508,0.496,0.518,0.509,1.3961576923,-20.294,-20.497,-20.462,9.8,9.756,9.84,9.811,-0.027,-0.111,0.058,-0.052,1.4408301525031757
21336,6000446005719,150.2145669,2.4743141,true,false,false,false,150.214614,2.474279,0,0.364,0.355,0.373,0.364,3.7268571429,-20.022,-20.115,-20.121,9.692,9.658,9.731,9.692,-0.3,-0.368,-0.232,-0.334,0.21133825788621108,150.214191,2.475,2,2.474,2.392,2.495,2.489,5.7084285714,-24.233,-23.954,-24.17,10.401,10.366,10.435,10.402,3.098,3.029,3.167,3.062,2.8151359946600736
21337,6000446005802,150.21729150000004,2.5015299,true,false,false,false,150.217285,2.501718,0,0.368,0.361,0.377,0.368,2.0757896552,-20.918,-21.047,-21.317,9.897,9.844,9.94,9.909,0.305,0.233,0.374,0.364,0.6775634158058529,150.218107,2.500569,0,0.323,0.315,0.33,0.325,8.5109655172,-22.172,-22.45,-22.799,10.944,10.911,10.982,11.005,-1.3,-1.399,-1.201,-1.19,4.535289456647885
21342,6000446057347,150.64099130000002,2.3637947,false,false,false,true,150.640958,2.363728,0,1.484,1.452,1.524,1.481,1.0866758621,-21.922,-22.43,-22.691,10.02,9.965,10.069,9.997,1.603,1.529,1.681,1.565,0.26833632394711066,150.640785,2.365545,0,1.007,0.793,1.309,0.986,0.82949615385,-17.773,-17.938,-17.964,7.995,7.788,8.185,7.658,-0.308,-0.549,-0.02,0.035,6.34462321789223
21343,6000446057553,150.645591,2.3910362000000003,false,false,true,false,150.645756,2.39089,0,1.039,1.031,1.046,1.038,2.329975,-23.034,-23.184,-23.384,10.669,10.626,10.707,10.663,0.1,0.032,0.168,0.084,0.7932431327701733,150.646667,2.391288,0,2.28,1.902,2.91,2.948,1.1060875,-19.63,-19.777,-20.288,9.105,8.805,9.257,9.311,0.33,0.114,0.738,-0.083,3.974967211806773
21344,6000446057631,150.63390969999998,2.3780703,false,false,false,true,150.633917,2.378167,0,0.23,0.223,0.237,0.228,2.5072310345,-19.143,-19.295,-19.301,9.272,9.224,9.316,9.251,-0.306,-0.374,-0.234,-0.321,0.34910884218256094,150.635066,2.377957,0,1.831,1.788,1.874,1.828,1.4973678571,-24.021,-24.42,-24.931,11.568,11.472,11.621,11.61,1.46,1.357,1.806,1.351,4.179047622821967
21348,6000446097157,150.12590669999997,2.4833633,false,false,false,true,150.12589,2.483416,0,0.65,0.643,0.657,0.651,0.82069310345,-21.06,-21.272,-21.157,9.684,9.639,9.727,9.698,0.798,0.723,0.884,0.78,0.1990007709570224,150.124934,2.483587,0,0.682,0.652,0.704,0.694,0.84155925926,-17.443,-17.783,-17.78,8.183,8.089,8.277,8.249,-0.432,-0.651,-0.236,-0.598,3.58992480224189
21354,6000446352771,149.6539264,2.0924934,true,false,false,false,149.653967,2.092527,0,0.695,0.66,0.705,0.699,0.75770357143,-20.197,-20.164,-20.121,9.255,9.206,9.295,9.279,0.382,0.303,0.489,0.402,0.1896459498149382,149.653317,2.092727,0,0.23,0.223,0.238,0.234,1.4889071429,-18.448,-18.605,-18.678,8.844,8.808,8.884,8.815,-0.487,-0.575,-0.257,-0.577,2.3481333924096672
21357,6000446541785,149.634837,2.7239846,false,false,false,true,149.634961,2.724046,0,0.848,0.84,0.857,0.85,1.1014137931,-22.481,-22.566,-22.932,10.402,10.366,10.437,10.404,1.6,1.532,1.668,1.588,0.49767615594495185,149.633243,2.724028,0,3.269,2.392,3.777,3.393,0.81744583333,-20.648,-20.828,-20.922,9.487,9.296,9.597,9.659,0.779,0.491,1.07,0.473,5.734044887940155
21358,6000446541936,149.9313264,1.7294864,false,false,false,true,149.931247,1.729403,0,0.15,0.143,0.157,0.15,2.9452758621,-18.537,-18.673,-18.505,8.922,8.867,8.97,8.903,-0.691,-0.765,-0.617,-0.713,0.4144564445437451,149.931865,1.730313,0,2.724,2.535,2.842,2.829,0.67254,-19.613,-19.693,-19.481,8.498,8.345,8.621,8.444,0.57,0.495,0.663,0.62,3.551237438021098
21359,6000446548233,150.5546321,2.60676,false,false,false,true,150.55463,2.606731,0,0.603,0.594,0.61,0.602,1.2425,-21.408,-21.523,-21.777,9.936,9.876,9.979,9.938,1.027,0.941,1.15,0.969,0.10467280151836983,150.555378,2.608068,0,1.075,0.935,1.244,1.026,0.78786923077,-17.95,-18.158,-17.766,8.203,7.993,8.411,7.846,-0.162,-0.482,0.093,0.223,5.419260910273648
21360,6000446548377,150.5488054,2.620251,true,false,false,false,150.548786,2.620224,1,0.02,0.013,0.027,0.02,19.142769231,-12.3,-12.491,-12.758,7.168,7.124,7.206,6.915,-4.254,-4.511,-4.148,-5.528,0.11964644442382409,150.548261,2.619946,0,0.918,0.91,0.926,0.919,2.707362069,-22.722,-22.958,-23.145,10.543,10.506,10.582,10.543,1.602,1.524,1.691,1.573,2.2446715314558694
21361,6000446551328,150.14564109999995,2.3753155,false,false,true,false,150.1455,2.375448,0,1.61,1.549,1.656,1.625,1.0921269231,-21.458,-21.548,-21.326,9.546,9.5,9.595,9.548,1.111,1.036,1.179,1.137,0.6964977593814676,150.145658,2.374952,0,2.013,1.858,2.692,2.575,2.1339230769,-20.152,-21.108,-21.544,9.28,9.219,9.421,9.248,1.618,1.505,1.716,1.628,1.3100111100667873
21370,6000447004632,150.2599822,1.9835277,false,false,false,true,150.259953,1.983619,0,0.501,0.493,0.508,0.501,3.4552758621,-22.321,-22.635,-23.328,10.9,10.866,10.934,10.868,0.0,-0.068,0.068,-0.037,0.3450616147764286,150.258923,1.983939,0,0.434,0.118,0.67,0.678,0.3387408,-15.908,-15.995,-15.802,7.341,7.164,7.518,7.467,-1.309,-1.589,-1.012,-1.639,4.088382928038489
21371,6000447004744,150.23875049999995,2.0037684,true,false,false,false,150.238716,2.003824,0,0.877,0.862,0.895,0.885,3.9667037037,-18.662,-18.798,-19.217,8.519,8.467,8.572,8.533,0.348,0.26,0.435,0.391,0.23552241113644548,150.23873,2.003515,0,0.868,0.859,0.878,0.867,3.0261407407,-19.715,-19.79,-19.821,8.87,8.808,8.982,8.864,0.277,0.13,0.566,0.073,0.9152166955266728
21384,6000447209728,149.8807621,2.2828438,false,false,true,false,149.880652,2.282706,0,0.374,0.363,0.383,0.375,1.140775,-19.526,-19.678,-19.846,9.056,9.017,9.092,9.106,-0.023,-0.095,0.065,0.05,0.6347813549088955,149.880928,2.281836,0,0.353,0.341,0.366,0.356,19.15562069,-20.006,-20.296,-21.917,8.9,8.866,8.934,8.903,1.6,1.532,1.668,1.561,3.676832115785582
21386,6000447250744,150.1959615,2.382222,false,false,false,true,150.196069,2.382228,0,0.541,0.531,0.554,0.539,0.67321428571,-20.706,-20.86,-20.847,9.6,9.566,9.634,9.583,0.599,0.531,0.668,0.614,0.3872683863118906,150.194312,2.382714,0,4.31,4.024,4.758,4.014,1.9905518519,-20.42,-20.621,-20.764,9.145,9.027,9.304,9.069,1.531,1.251,1.734,1.729,6.191803734397788
21387,6000447250911,150.1670557,2.3668505,false,false,false,true,150.167164,2.36677,0,1.663,1.635,1.722,1.721,1.3784107143,-21.672,-21.747,-21.817,9.612,9.562,9.678,9.589,1.436,1.316,1.527,1.448,0.48552159347852725,150.166916,2.366085,0,1.026,0.982,1.119,1.004,1.0572185185,-19.213,-19.335,-17.89,8.034,7.905,8.127,7.714,-0.095,-0.186,0.268,0.376,2.801237394186698
21390,6000447307389,150.1526081,2.5100079,false,false,false,true,150.152551,2.510127,0,0.482,0.474,0.489,0.483,3.1663896552,-21.62,-21.915,-22.288,10.166,10.071,10.227,10.219,1.369,1.243,1.625,1.313,0.47540404550220755,150.151963,2.50928,0,0.367,0.282,0.443,0.291,1.6650518519,-16.569,-16.706,-16.81,7.217,7.055,7.365,7.06,-0.966,-1.181,-0.746,-0.961,3.4999601164712715
21393,6000447492719,150.0022167,2.5683752,true,false,false,false,150.002221,2.568445,0,0.891,0.883,0.898,0.892,1.732137931,-22.206,-22.613,-22.847,10.391,10.315,10.441,10.414,1.536,1.437,1.689,1.445,0.2517554122325965,150.002645,2.567925,0,0.717,0.633,0.748,0.733,1.3826857143,-20.398,-20.545,-21.025,10.03,9.975,10.093,10.013,-0.67,-0.768,-0.565,-0.677,2.235923544010167
21394,6000447492863,149.9926508,2.5893805,true,false,false,false,149.992728,2.589137,0,0.993,0.981,1.002,0.995,4.2203928571,-21.883,-22.071,-22.03,9.518,9.474,9.562,9.505,1.9,1.832,1.968,1.88,0.9195158794191893,149.991849,2.590046,2,2.204,2.154,2.245,2.206,4.4446071429,-24.361,-24.937,-26.089,11.378,11.324,11.428,11.365,3.022,2.941,3.09,3.028,3.74894846876558
21397,6000447572421,149.7088957,2.4698412,false,false,true,false,149.708733,2.469896,0,0.967,0.954,0.981,0.967,1.3301666667,-21.608,-21.847,-21.669,9.872,9.762,9.925,9.888,1.138,1.044,1.381,1.087,0.6175355925655389,149.709346,2.470018,0,2.146,2.09,2.193,2.15,2.25475,-22.92,-22.872,-22.691,10.051,10.0,10.105,10.057,1.802,1.733,1.87,1.818,1.7401513334942216
21398,6000447579940,150.5005884,2.4312936,false,false,false,true,150.50059,2.431357,0,0.916,0.902,0.926,0.917,1.1571965517,-22.235,-22.486,-22.894,10.397,10.36,10.434,10.369,1.403,1.332,1.473,1.398,0.22831253906270443,150.499603,2.431423,0,1.315,1.273,1.369,1.321,0.66123846154,-21.499,-21.455,-21.773,10.149,10.113,10.185,10.17,-1.009,-1.084,-0.934,-0.966,3.5747293414395664
21399,6000447580342,150.4826486,2.4467816000000004,false,false,false,true,150.482763,2.446757,0,0.81,0.803,0.817,0.811,2.4187241379,-22.794,-22.849,-23.157,10.365,10.29,10.435,10.425,1.683,1.528,1.832,1.556,0.42088708040576134,150.483633,2.447089,0,0.79,0.723,0.871,0.872,0.7575,-18.447,-18.13,-18.359,8.561,8.436,8.682,8.57,-0.289,-0.621,-0.016,-0.245,3.709523153726207
21414,6000447946435,150.1796477,2.4761566000000004,false,false,false,true,150.179714,2.4762,0,0.964,0.953,0.974,0.964,2.0148793103,-21.751,-21.987,-21.993,9.932,9.89,9.98,9.874,1.397,1.327,1.467,1.354,0.28508374906452194,150.178925,2.475972,0,0.654,0.52,0.826,0.627,0.74096538462,-16.741,-16.979,-17.124,8.042,7.804,8.293,8.474,-1.016,-1.445,-0.566,-1.708,2.682900163765746
21423,6000448207482,150.1692544,2.520579,false,false,false,true,150.169238,2.520645,0,0.681,0.668,0.701,0.678,0.59214642857,-20.75,-20.85,-21.263,10.015,9.952,10.066,10.059,-0.103,-0.235,0.14,-0.136,0.24481164134637662,150.168942,2.521809,0,1.095,0.93,4.904,4.93,0.613732,-19.038,-18.939,-19.023,8.866,8.655,9.047,8.925,0.046,-0.445,0.39,-4.404,4.568320443954987
21424,6000448207515,150.1774036,2.5120604,false,false,true,false,150.177387,2.512131,0,0.303,0.294,0.309,0.303,1.4414758621,-19.858,-20.018,-20.191,9.403,9.351,9.455,9.428,-0.0,-0.073,0.072,-0.009,0.2610779624256446,150.177091,2.511351,0,0.91,0.901,0.919,0.91,1.1853481481,-19.845,-19.988,-20.138,9.154,9.075,9.257,9.26,0.598,0.37,0.737,0.394,2.7903587024154146
21425,6000448207633,150.1927705,2.5022413,false,false,false,true,150.192787,2.502244,0,0.665,0.651,0.675,0.668,1.3482285714,-21.261,-21.401,-21.578,10.1,10.066,10.134,10.118,-1.5,-1.568,-1.432,-1.446,0.06013412618425432,150.191536,2.502693,0,2.271,2.101,2.38,2.358,1.2205692308,-21.605,-21.288,-21.362,9.467,9.318,9.632,9.477,1.228,0.846,1.344,1.25,4.728374629728232
21438,6000448889450,150.019904,2.4422038,false,false,false,true,150.020106,2.442128,0,1.098,1.088,1.109,1.099,1.5733896552,-22.56,-22.828,-23.438,10.312,10.271,10.346,10.33,2.2,2.132,2.268,2.196,0.7760948142344091,150.020378,2.442605,1,0.107,0.076,0.133,0.101,1.229537037,-14.841,-15.204,-15.232,7.747,7.521,7.93,7.853,-3.382,-4.36,-3.175,-3.435,2.234406690431473
21446,6000449044745,150.0050103,2.2947455000000003,false,true,false,false,150.005024,2.294878,0,0.22,0.213,0.227,0.221,19.771821429,-18.597,-18.56,-18.484,8.467,8.423,8.504,8.382,-0.122,-0.191,-0.039,-0.218,0.4795389060452811,150.005086,2.295489,0,0.22,0.213,0.227,0.221,5.5062222222,-19.263,-19.381,-19.322,8.947,8.912,8.985,8.995,-0.117,-0.195,-0.014,-0.061,2.6904155079995022
