col1,SourceID,RA_1a,Dec_1a,isStageOne,isStageTwo,isStageThree,isStageFour,ra_1,dec_1,type_1,zpdf_1,zpdf_l68_1,zpdf_h68_1,zminchi2_1,chi2_best_1,m_i_1,m_z_1,m_k_1,mass_med_1,mass_med_min68_1,mass_med_max68_1,mass_best_1,sfr_med_1,sfr_med_min68_1,sfr_med_max68_1,sfr_best_1,Separation_1,ra_2,dec_2,type_2,zpdf_2,zpdf_l68_2,zpdf_h68_2,zminchi2_2,chi2_best_2,m_i_2,m_z_2,m_k_2,mass_med_2,mass_med_min68_2,mass_med_max68_2,mass_best_2,sfr_med_2,sfr_med_min68_2,sfr_med_max68_2,sfr_best_2,Separation_2
684,4000722935910,149.5845625,1.7071211,false,false,false,true,149.584773,1.707104,0,0.795,0.786,0.805,0.796,1.6862137931,-22.377,-22.534,-22.975,10.582,10.536,10.63,10.561,1.287,1.211,1.364,1.288,0.7599610767651414,149.58376,1.70606,1,0.005,0.002,0.008,0.01,29.423481481,-10.71,-10.772,-10.051,7.092,7.049,7.132,5.505,-2.184,-2.262,-2.116,-3.743,4.788633716730418
685,4000722935940,149.58605480000003,1.7081256,false,false,true,false,149.586237,1.708094,0,0.79,0.783,0.797,0.793,4.3805714286,-23.495,-23.742,-24.103,11.35,11.316,11.384,11.365,0.2,0.132,0.268,0.245,0.6654247691718285,149.587095,1.709089,0,0.747,0.551,0.893,0.591,0.56796538462,-19.199,-19.649,-19.21,8.85,8.649,9.039,8.674,0.075,-0.296,0.497,0.549,5.102857037050983
765,4000725014995,149.95355969999997,2.3861465,true,false,false,false,149.953379,2.385537,2,0.873,0.864,0.881,0.873,1.5930892857,-21.882,-22.22,-22.629,10.751,10.716,10.785,10.761,-0.4,-0.469,-0.331,-0.359,2.2884397665881298,149.952955,2.38639,0,0.939,0.932,0.947,0.939,2.2265892857,-24.413,-24.716,-25.069,11.743,11.709,11.781,11.752,-5.195,-5.266,-5.124,-22.03,2.34503579431407
766,4000725015052,149.9402456,2.3888677000000005,true,false,false,false,149.940184,2.389234,0,0.91,0.903,0.917,0.911,1.086625,-20.882,-21.293,-20.994,9.638,9.595,9.689,9.652,0.925,0.832,0.997,0.906,1.3371645330271524,149.940646,2.389517,0,1.371,1.352,1.39,1.371,2.006162069,-22.508,-22.488,-22.678,10.275,10.231,10.318,10.265,1.4,1.332,1.468,1.399,2.745532965752231
767,4000725015231,149.953457,2.3955618,false,true,false,false,149.953355,2.395838,0,1.234,1.218,1.251,1.223,4.1752413793,-22.83,-22.961,-23.178,10.107,9.985,10.17,9.99,2.191,2.062,2.631,2.649,1.0598455096290968,149.953263,2.396671,0,0.329,0.322,0.336,0.326,2.3757655172,-21.358,-21.558,-21.853,10.153,10.117,10.189,10.128,0.499,0.431,0.568,0.45,4.053630142564029
768,4000725015459,149.91352790000005,2.4059322,false,false,false,true,149.91347,2.406042,0,0.23,0.223,0.237,0.227,2.2160206897,-20.525,-20.718,-20.661,9.63,9.578,9.701,9.691,0.125,0.04,0.229,0.223,0.44678512053079267,149.91369,2.405222,0,2.542,2.529,2.553,2.546,11.936275862,-24.12,-24.285,-24.25,10.646,10.603,10.692,10.632,2.281,2.213,2.361,2.255,2.6223576205353982
769,4000725015740,149.9596763,2.4223426,false,true,false,false,149.95955,2.423154,0,0.23,0.223,0.237,0.229,2.3703689655,-20.254,-20.569,-20.99,9.8,9.766,9.834,9.912,-0.2,-0.268,-0.132,-0.127,2.9561527634424087,149.960173,2.420968,0,0.868,0.589,1.311,1.234,0.296885,-17.682,-17.805,-17.753,8.028,7.789,8.271,8.311,-0.475,-0.768,-0.113,-0.813,5.261170099113698
770,4000725832151,150.3103146,1.9893989,false,false,false,true,150.310346,1.989792,0,0.484,0.475,0.492,0.484,0.8769,-20.849,-20.997,-20.921,9.619,9.574,9.67,9.612,0.653,0.498,0.755,0.712,1.4196620954721204,150.309775,1.989425,0,0.12,0.049,0.157,0.151,1.0936961538,-13.167,-13.37,-13.901,7.021,7.007,7.035,6.472,-2.165,-2.591,-1.838,-1.904,1.943661563646023
771,4000725832193,150.2837868,1.9909433,false,true,false,false,150.283667,1.990871,0,0.934,0.925,0.944,0.933,1.3092931034,-20.966,-21.057,-21.217,9.633,9.542,9.682,9.652,0.957,0.858,1.229,0.937,0.5035112957334443,150.283878,1.991272,0,0.567,0.552,0.579,0.572,0.90435555556,-19.785,-19.632,-19.648,9.312,9.155,9.387,9.415,-0.255,-0.373,-0.077,-0.267,1.2279699176870504
772,4000725832254,150.2688195,1.9931417,true,false,false,false,150.268908,1.993472,0,0.839,0.83,0.848,0.838,8.6268571429,-20.958,-21.063,-21.446,9.146,9.112,9.183,9.14,1.5,1.432,1.568,1.517,1.2309729487169458,150.269497,1.992809,0,0.13,0.123,0.137,0.127,1.5277551724,-19.181,-19.319,-19.142,8.949,8.915,8.984,9.0,-0.216,-0.291,-0.137,-0.135,2.71589020250667
773,4000725832361,150.303871,1.9971746,true,false,false,false,150.304071,1.99727,0,0.53,0.522,0.537,0.53,7.3816428571,-21.104,-21.405,-22.243,9.83,9.715,9.88,9.83,1.235,1.143,1.479,1.188,0.7973213828040204,150.303893,1.997876,0,0.424,0.415,0.433,0.424,4.2563928571,-18.761,-18.864,-17.984,8.498,8.464,8.534,8.524,-0.895,-0.966,-0.826,-0.859,2.526280273559571
774,4000725832458,150.2847659,2.0018044,false,false,true,false,150.284853,2.002096,0,0.303,0.294,0.31,0.304,5.2413103448,-19.811,-19.977,-21.183,9.307,9.268,9.343,9.333,0.507,0.433,0.576,0.503,1.0955345482793968,150.285492,2.001874,0,0.66,0.653,0.667,0.658,1.2082214286,-19.622,-19.604,-19.705,8.982,8.926,9.037,8.973,0.396,0.257,0.56,0.453,2.6243532013487383
775,4000725832925,150.2797436,2.0206404,false,false,true,false,150.280086,2.021019,0,0.233,0.225,0.24,0.235,6.3783103448,-20.822,-21.16,-21.934,10.0,9.966,10.034,9.968,0.9,0.832,0.968,0.911,1.8371641208553828,150.279665,2.019888,0,0.893,0.882,0.905,0.894,2.2258178571,-20.909,-21.032,-21.576,9.621,9.567,9.669,9.625,1.118,1.039,1.188,1.139,2.723361435255407
812,4000728621343,150.04897150000005,2.0733403000000004,false,false,false,true,150.048899,2.07339,0,0.32,0.313,0.327,0.319,2.605875,-19.455,-19.504,-19.422,8.827,8.778,8.889,8.866,0.219,0.086,0.305,0.3,0.31629764589223497,150.047927,2.07235,0,0.974,0.942,0.997,0.983,0.44021111111,-19.176,-19.275,-19.149,8.818,8.745,8.887,8.811,0.165,0.03,0.271,0.194,5.179807102004307
813,4000728621374,150.0580716,2.0758829,false,true,false,false,150.057433,2.0744,0,1.235,1.034,1.511,1.253,0.38454692308,-18.575,-18.684,-18.797,8.627,8.444,8.761,8.738,-0.095,-0.414,0.188,-0.831,5.811818035426736,150.056821,2.074036,0,0.576,0.22,0.84,0.736,0.28541153846,-16.527,-16.456,-16.254,7.404,7.234,7.552,7.371,-0.8,-1.018,-0.568,-1.097,8.028072365470374
814,4000728621375,150.023076,2.0768313000000003,false,false,true,false,150.023087,2.076916,0,0.63,0.623,0.637,0.631,0.89491071429,-20.681,-20.96,-20.808,9.547,9.491,9.598,9.572,0.699,0.575,0.923,0.602,0.3074773273506925,150.022846,2.077465,0,0.969,0.942,0.989,0.972,0.93045357143,-20.761,-20.954,-20.88,9.577,9.529,9.626,9.583,0.751,0.659,0.841,0.818,2.4267476762414177
815,4000728621609,150.02875469999995,2.0920648,false,true,false,false,150.028793,2.092328,0,0.982,0.971,0.993,0.981,1.898375,-20.559,-20.943,-20.74,9.347,9.308,9.388,9.329,1.0,0.932,1.068,0.964,0.9574861393539297,150.027994,2.091967,0,3.31,3.24,3.38,3.313,0.93731538462,-21.201,-21.276,-21.231,9.362,9.255,9.494,9.458,1.182,0.848,1.271,0.667,2.7592496225522276
816,4000728621615,150.0348824,2.0919165,false,true,false,false,150.034725,2.092034,0,0.615,0.602,0.626,0.616,3.1745535714,-20.389,-20.467,-20.595,9.424,9.37,9.47,9.393,0.766,0.678,0.876,0.727,0.706811178267975,150.035972,2.091819,0,3.02,2.938,3.117,2.979,0.47626538462,-21.816,-21.9,-21.489,9.735,9.654,9.799,9.743,1.174,1.101,1.269,1.146,3.9356292025540296
817,4000728622056,150.0469717,2.1186723,false,false,true,false,150.046976,2.118752,0,0.226,0.196,0.236,0.229,4.4131851852,-18.612,-18.671,-18.582,8.9,8.866,8.934,8.86,-0.8,-0.868,-0.732,-0.813,0.2873367175933491,150.046413,2.11878,0,0.034,0.006,0.044,0.01,1.4194740741,-14.002,-14.047,-13.747,7.323,7.279,7.365,6.833,-2.506,-2.574,-2.434,-2.415,2.046999183800169
818,4000728622129,150.0423829,2.1248636000000003,false,true,false,false,150.042389,2.125013,0,0.348,0.337,0.361,0.343,3.346062069,-19.451,-19.56,-19.864,8.819,8.722,8.87,8.802,0.472,0.361,0.658,0.416,0.5382875107181398,150.042783,2.124659,0,1.76,1.742,1.796,1.753,5.1595185185,-20.708,-20.66,-21.151,9.156,9.075,9.206,9.16,1.33,1.243,1.425,1.336,1.6168814952489265
828,4000729422923,150.4597777,2.1740119,false,false,true,false,150.459854,2.174179,0,0.515,0.506,0.524,0.515,1.8585758621,-21.063,-21.23,-21.257,9.686,9.62,9.733,9.717,0.873,0.718,0.99,0.902,0.6612223182054638,150.45974,2.174947,0,1.206,1.131,4.028,1.189,3.5825444444,-18.794,-19.112,-18.962,8.398,8.253,8.521,8.248,0.558,0.454,0.659,0.619,3.3690908342971055
829,4000729422984,150.45527090000004,2.1762498,true,false,false,false,150.455386,2.176699,0,0.93,0.923,0.937,0.934,3.5581034483,-23.135,-23.567,-24.216,10.871,10.828,10.913,10.892,2.001,1.932,2.069,2.026,1.6692883725874124,150.455796,2.176038,0,0.908,0.892,0.927,0.906,1.9674928571,-21.123,-21.225,-21.251,9.756,9.718,9.79,9.752,-0.188,-0.264,-0.12,-0.157,2.0370773850230783
830,4000729423354,150.4192866,2.1924121,false,true,false,false,150.41935,2.192736,0,0.537,0.528,0.547,0.537,3.0165965517,-20.982,-21.189,-21.529,9.675,9.629,9.72,9.688,0.919,0.839,0.988,0.94,1.1881357372412755,150.41737,2.192334,0,0.61,0.543,0.667,0.625,0.40510740741,-17.737,-17.815,-17.306,8.122,8.033,8.206,8.056,-0.679,-0.899,-0.492,-1.156,6.9004398403978575
831,4000729423479,150.4616227,2.1971533,false,false,true,false,150.462029,2.197613,0,0.369,0.362,0.377,0.369,5.1474642857,-21.709,-21.749,-22.779,9.963,9.919,10.0,9.97,0.954,0.863,1.053,1.047,2.207951032473607,150.45877,2.196235,0,4.042,2.271,5.39,4.973,0.35467652174,-20.485,-20.699,-21.177,9.513,9.282,9.723,9.044,1.067,0.806,1.354,1.425,10.781513764010821
832,4000729423531,150.44746,2.1991292,true,false,false,false,150.447566,2.198963,0,0.66,0.653,0.667,0.659,4.6661785714,-20.322,-20.166,-19.842,9.288,9.253,9.329,9.296,0.381,0.312,0.461,0.379,0.7095005153820928,150.447762,2.199553,0,1.964,1.919,1.99,1.977,1.3453896552,-22.473,-22.81,-22.901,9.856,9.79,9.946,9.815,2.194,2.121,2.266,2.191,1.872955556327486
833,4000729423684,150.41867140000005,2.2050475,false,true,false,false,150.41869,2.205294,0,1.354,1.335,1.372,1.357,2.2394392857,-23.25,-23.311,-24.203,10.802,10.758,10.845,10.764,2.069,1.853,2.157,2.044,0.889918964448342,150.419662,2.205495,0,2.279,1.946,2.576,2.295,0.789492,-20.903,-21.087,-20.692,9.678,9.569,9.763,9.82,0.617,0.26,0.793,-0.041,3.9107528004513514
834,4000729423793,150.4550591,2.2098297,false,true,false,false,150.455122,2.210107,0,0.062,0.053,0.07,0.061,5.572,-15.794,-15.895,-15.873,8.303,8.258,8.34,7.966,-1.598,-1.672,-1.522,-1.973,1.0236023573014112,150.454402,2.208944,0,1.525,1.477,1.6,1.505,1.7804888889,-22.722,-22.902,-22.911,10.166,9.963,10.259,10.008,1.911,1.771,2.329,2.29,3.969158249091691
835,4000729424061,150.44529690000005,2.2246159,false,false,false,true,150.445415,2.225173,0,0.77,0.763,0.777,0.769,3.6504285714,-20.568,-20.279,-20.675,9.056,9.005,9.104,9.057,0.881,0.813,0.96,0.867,2.0500632931310925,150.444943,2.224041,0,0.326,0.25,0.46,0.303,0.62180769231,-15.459,-15.684,-16.061,7.419,7.215,7.651,7.252,-1.308,-1.729,-0.962,-0.722,2.4298441368956594
836,4000729424141,150.4683236,2.2229186000000003,false,true,false,false,150.468672,2.222628,0,0.07,0.063,0.077,0.07,4.0554285714,-17.463,-17.477,-17.312,8.417,8.371,8.485,8.163,-0.547,-0.773,-0.45,-0.714,1.6325447379316937,150.467773,2.222342,0,0.838,0.83,0.846,0.838,3.3247321429,-22.922,-23.056,-23.292,10.95,10.916,10.984,10.97,0.4,0.332,0.468,0.419,2.869116304743731
878,4000731071746,150.3442826,1.8709388,false,true,false,false,150.344427,1.871487,0,0.868,0.86,0.877,0.868,0.92590357143,-20.843,-21.125,-21.145,9.556,9.504,9.612,9.569,0.758,0.651,1.021,0.722,2.0407662011044634,150.344274,1.870342,0,1.547,1.48,1.623,1.501,0.761525,-20.951,-21.083,-21.41,9.568,9.455,9.675,9.475,0.989,0.863,1.387,1.34,2.1487028204547842
879,4000731072449,150.3358941,1.903574,false,false,false,true,150.336038,1.903833,0,0.93,0.923,0.937,0.931,1.2110137931,-22.669,-22.897,-22.991,10.37,10.327,10.411,10.373,1.6,1.532,1.668,1.608,1.066507874291538,150.336341,1.903156,0,1.387,1.319,1.462,1.362,0.97142962963,-21.4,-21.368,-22.197,10.016,9.896,10.143,9.971,1.479,1.228,1.662,1.463,2.2022565244889662
880,4000731072464,150.3454842,1.9038797,false,true,false,false,150.345536,1.90434,0,1.102,1.09,1.114,1.104,1.9873034483,-22.189,-22.332,-22.773,10.162,10.113,10.228,10.169,1.786,1.709,1.864,1.804,1.6675282680088184,150.345401,1.903389,0,0.752,0.614,0.878,0.763,0.53866,-17.559,-17.533,-17.428,8.055,7.903,8.193,8.161,-0.54,-0.797,-0.262,-0.896,1.7917048154324868
881,4000731072574,150.3270771,1.9095948,false,true,false,false,150.327182,1.909869,0,0.37,0.363,0.377,0.368,3.6114482759,-20.709,-20.841,-20.97,9.536,9.501,9.578,9.568,0.505,0.433,0.575,0.547,1.0568157294539005,150.326001,1.90986,0,0.368,0.36,0.376,0.367,1.1875821429,-19.378,-19.455,-19.634,9.093,9.021,9.19,9.084,-0.284,-0.365,-0.2,-0.308,3.9877800545463087
882,4000731072715,150.3294382,1.9203642,false,false,true,false,150.329569,1.920644,0,0.69,0.683,0.697,0.69,5.2206071429,-20.92,-21.016,-21.914,9.514,9.47,9.55,9.499,1.359,1.27,1.447,1.358,1.111796720494942,150.330414,1.919761,0,3.187,3.129,3.246,3.146,1.9373814815,-23.956,-24.15,-23.677,10.416,10.332,10.482,10.421,2.099,2.029,2.172,2.085,4.128192318906882
883,4000731072726,150.31762030000004,1.9223518,false,true,false,false,150.317595,1.922523,0,0.733,0.72,0.745,0.736,1.2016172414,-21.057,-21.205,-21.391,9.497,9.455,9.55,9.531,1.321,1.21,1.4,1.355,0.6230060779886436,150.318348,1.922692,0,1.036,0.982,1.096,1.013,0.80694285714,-19.58,-19.498,-19.179,8.886,8.752,9.017,9.101,0.051,-0.23,0.338,-0.263,2.890527274338145
884,4000731072797,150.31936530000004,1.9236232,false,false,false,true,150.319271,1.923751,0,0.714,0.705,0.722,0.714,0.88355172414,-22.022,-22.253,-22.393,10.191,10.157,10.23,10.179,1.398,1.33,1.467,1.396,0.5716558518378645,150.31887,1.924585,0,3.823,3.569,4.101,3.584,0.49503703704,-21.412,-21.507,-21.283,9.622,9.443,9.717,9.651,1.033,0.928,1.42,0.961,3.8941697258323926
885,4000731072808,150.3090772,1.9164095,false,true,false,false,150.309012,1.916717,0,0.9,0.893,0.907,0.901,1.4265551724,-22.419,-22.616,-22.789,10.339,10.304,10.38,10.329,1.402,1.333,1.471,1.423,1.1315833402374562,150.30853,1.916465,0,0.844,0.832,0.855,0.845,1.9953703704,-21.187,-21.298,-21.975,9.998,9.964,10.034,9.976,0.894,0.822,0.973,0.843,1.978930254456677
886,4000731072862,150.3624783,1.9186352,true,false,false,false,150.36259,1.918851,0,0.559,0.551,0.567,0.558,0.720225,-19.724,-19.757,-19.512,9.087,9.049,9.13,9.064,0.192,0.116,0.272,0.146,0.874678085964891,150.362475,1.918219,0,1.69,1.403,2.254,1.423,0.571028,-18.821,-18.897,-18.624,8.488,8.269,8.668,8.542,0.159,-0.109,0.291,0.118,1.498367044030122
931,4000734196787,150.2034695,2.4567271,false,false,false,true,150.203581,2.456588,0,0.5,0.493,0.507,0.5,0.88098571429,-20.429,-20.586,-20.59,9.417,9.372,9.466,9.381,0.733,0.538,0.843,0.738,0.6415500835824731,150.204319,2.456876,0,0.715,0.092,0.988,0.066,1.0935884615,-16.678,-16.829,-16.833,7.481,7.316,7.649,7.155,-0.605,-0.771,-0.389,-0.187,3.1020542691224335
932,4000734196846,150.2106811,2.4584496,false,false,false,true,150.210669,2.458713,0,0.19,0.183,0.197,0.188,5.2528275862,-20.966,-21.147,-21.565,10.016,9.94,10.073,10.1,0.4,0.332,0.468,0.421,0.9492381574358183,150.210836,2.456837,0,3.48,1.721,4.126,3.791,0.58384615385,-19.225,-19.321,-19.201,8.649,8.432,8.841,8.804,0.288,-0.003,0.529,0.001,5.832031833989322
933,4000734196980,150.2337604,2.4634724,false,false,false,true,150.233811,2.463137,0,0.795,0.739,0.812,0.8,0.82642222222,-21.341,-21.375,-21.428,9.855,9.817,9.892,9.851,0.892,0.818,0.967,0.882,1.2210783445744529,150.233235,2.463957,0,1.638,1.332,2.135,1.589,0.470388,-18.983,-19.064,-18.899,8.675,8.462,8.804,8.703,-0.006,-0.192,0.326,-0.68,2.571852266783009
934,4000734197026,150.21819680000004,2.4646554,false,false,true,false,150.217881,2.464574,0,0.66,0.653,0.667,0.659,1.5946142857,-21.14,-21.261,-21.173,9.498,9.463,9.533,9.498,1.199,1.131,1.268,1.216,1.1730210938858006,150.219123,2.464499,1,0.738,0.731,0.746,0.736,31.541724138,-23.103,-23.155,-22.367,10.6,10.566,10.634,10.567,-2.1,-2.168,-2.032,-2.165,3.378482743275854
935,4000734197078,150.2260657,2.4670526,false,true,false,false,150.225968,2.46655,0,0.349,0.342,0.358,0.349,2.9191172414,-20.375,-20.626,-21.214,9.705,9.667,9.742,9.759,0.404,0.333,0.474,0.459,1.843166135398299,150.225975,2.46773,0,3.494,3.454,3.542,3.474,0.68919615385,-22.443,-22.559,-22.428,9.919,9.806,9.987,9.758,1.553,1.456,1.921,2.028,2.4603623233701666
936,4000734197418,150.2377918,2.4802019,true,false,false,false,150.237512,2.48019,1,0.02,0.013,0.027,0.025,8.6887692308,-12.978,-13.154,-13.105,7.539,7.505,7.58,7.268,-4.471,-4.56,-4.241,-5.568,1.0072478612703841,150.237906,2.479913,0,0.16,0.153,0.167,0.158,1.2202074074,-17.395,-17.513,-17.308,8.253,8.217,8.29,8.311,-1.2,-1.268,-1.132,-1.188,1.1182067687002635
948,4000735754270,149.9343396,2.7525974,false,false,false,true,149.934195,2.752367,0,0.694,0.685,0.703,0.693,2.2652275862,-22.042,-22.226,-22.526,10.242,10.202,10.284,10.251,1.326,1.24,1.545,1.328,0.9789425550837518,149.934945,2.751857,0,0.791,0.774,0.805,0.792,1.2706703704,-20.605,-20.289,-20.466,9.346,9.293,9.405,9.329,0.67,0.451,0.768,0.713,3.4414499080232313
949,4000735754448,149.9188363,2.760545,false,true,false,false,149.919088,2.760528,0,1.13,1.119,1.146,1.125,2.5590068966,-23.16,-23.342,-23.913,10.504,10.467,10.538,10.489,2.3,2.232,2.368,2.299,0.9071352773418615,149.918525,2.760376,0,1.197,1.185,1.206,1.195,3.2080321429,-22.885,-23.075,-23.535,10.1,10.066,10.134,10.12,2.798,2.73,2.867,2.779,1.2740334345586883
950,4000735754570,149.96979480000005,2.7677384,false,true,false,false,149.969688,2.767444,0,0.699,0.691,0.706,0.699,2.2320357143,-20.996,-20.716,-21.42,9.619,9.575,9.663,9.636,0.981,0.91,1.063,0.977,1.1272715085658376,149.968913,2.767095,0,0.664,0.56,0.742,0.739,2.052612,-19.092,-19.26,-18.947,9.016,8.888,9.21,8.884,-1.298,-1.619,-0.485,-1.446,3.9266779190683625
951,4000735754703,149.9439507,2.7746467,false,true,false,false,149.943853,2.774463,0,0.344,0.335,0.353,0.344,1.0837,-20.393,-20.546,-20.779,9.499,9.465,9.534,9.458,0.514,0.426,0.599,0.489,0.7488399265684821,149.94465,2.774787,0,2.015,1.9,2.211,1.948,1.3317703704,-19.013,-19.106,-19.434,8.66,8.433,8.794,8.759,0.058,-0.057,0.426,0.011,2.564753276377955
952,4000735754949,149.92594430000003,2.7862538,false,false,true,false,149.925778,2.78603,0,0.666,0.656,0.695,0.663,1.8757857143,-20.901,-21.08,-20.979,9.707,9.653,9.765,9.631,0.821,0.567,0.943,0.848,1.0033399978172424,149.925398,2.786146,0,0.754,0.738,0.768,0.755,1.5758407407,-20.07,-19.928,-20.335,9.177,9.112,9.234,9.197,0.655,0.544,0.887,0.597,2.0023229485061638
953,4000735886867,150.4299034,2.1241249,true,false,false,false,150.429893,2.124492,0,0.859,0.85,0.868,0.859,2.3639655172,-21.884,-22.142,-22.33,10.151,10.115,10.186,10.136,1.3,1.232,1.368,1.27,1.3220895057354494,150.429481,2.123317,0,0.964,0.891,1.037,0.904,0.7508037037,-19.14,-19.238,-18.683,8.662,8.543,8.767,8.678,-0.214,-0.514,0.033,-0.612,3.2814926185376136
954,4000735886881,150.43141880000005,2.1251243,true,false,false,false,150.431454,2.125572,0,0.844,0.827,0.854,0.847,2.5314551724,-22.404,-22.474,-22.933,10.349,10.314,10.384,10.342,1.601,1.532,1.669,1.577,1.6166871160880496,150.43066,2.124891,0,0.421,0.413,0.428,0.424,2.8161310345,-20.596,-20.744,-20.697,9.642,9.601,9.683,9.628,0.317,0.234,0.399,0.271,2.8560837348795545
955,4000735886941,150.4519326,2.1274921,false,true,false,false,150.451931,2.127888,0,0.826,0.815,0.838,0.825,3.4232310345,-22.14,-22.253,-22.998,10.289,10.255,10.329,10.281,1.491,1.423,1.565,1.499,1.4252516232115569,150.451159,2.127155,0,0.754,0.684,0.829,0.741,0.49284230769,-19.134,-19.236,-19.137,8.928,8.817,9.072,8.955,-0.004,-0.46,0.255,-0.954,3.036123015942468
956,4000735887169,150.4311945,2.1366023,false,false,false,true,150.431286,2.136964,0,0.587,0.579,0.595,0.586,2.175262069,-21.594,-21.753,-21.97,9.86,9.788,9.94,9.865,1.333,1.046,1.464,1.278,1.3430822806759588,150.431751,2.135986,0,1.632,1.591,1.647,1.635,1.4018074074,-21.678,-21.788,-21.425,9.629,9.578,9.695,9.614,1.378,1.293,1.461,1.375,2.9884068280752847
957,4000735887207,150.4493795,2.1369553,true,false,false,false,150.449354,2.137585,0,0.859,0.852,0.867,0.859,2.2183517241,-22.564,-22.908,-23.224,10.53,10.445,10.589,10.591,1.453,1.348,1.908,1.406,2.268775397786275,150.449113,2.135873,0,0.851,0.843,0.858,0.851,1.0998517241,-22.525,-22.612,-22.883,10.401,10.366,10.435,10.403,1.5,1.432,1.568,1.486,4.01250134474646
958,4000735887359,150.45338569999996,2.1426276,false,true,false,false,150.453404,2.142944,0,0.861,0.854,0.868,0.862,1.9554137931,-22.922,-23.237,-23.56,10.85,10.816,10.884,10.842,-0.7,-0.768,-0.632,-0.722,1.140940939933217,150.454478,2.142975,0,1.199,1.134,1.395,1.186,0.59285925926,-19.877,-19.705,-19.954,9.243,9.098,9.375,9.332,0.111,-0.164,0.452,-0.062,4.123749378464435
959,4000735887534,150.4610251,2.1496321,false,false,false,true,150.460976,2.149987,0,0.203,0.192,0.23,0.197,1.8469035714,-18.638,-18.734,-18.71,8.851,8.816,8.887,8.951,-0.997,-1.067,-0.928,-0.895,1.2897922704925369,150.460532,2.149304,0,0.825,0.797,0.858,0.814,0.95815714286,-20.378,-20.42,-20.665,9.391,9.327,9.467,9.341,0.746,0.526,0.869,0.822,2.1311731677430346
960,4000735887780,150.4204554,2.1589316000000003,false,false,true,false,150.420422,2.159278,0,0.516,0.499,0.526,0.519,1.3715137931,-20.761,-20.925,-21.006,9.834,9.799,9.876,9.875,-0.108,-0.239,0.167,-0.144,1.252815189245377,150.421321,2.159019,0,0.847,0.833,0.859,0.848,1.8772928571,-21.837,-22.003,-22.674,10.332,10.292,10.375,10.372,1.173,0.995,1.298,0.98,3.129803567441197
961,4000735887913,150.4517378,2.1639656000000005,false,true,false,false,150.4513,2.163628,0,2.711,2.419,2.949,2.408,0.92164615385,-21.232,-21.362,-21.719,9.598,9.414,9.685,9.471,1.024,0.92,1.414,1.397,1.989368492662137,150.452314,2.164347,0,1.24,1.211,1.277,1.238,1.6019444444,-22.201,-22.301,-22.625,10.365,10.323,10.399,10.378,-0.2,-0.268,-0.132,-0.2,2.4863439872355544
964,4000736223525,149.8678495,1.7480127,false,true,false,false,149.867774,1.747759,2,0.57,0.563,0.577,0.568,6.895,-23.247,-23.575,-23.903,10.614,10.572,10.649,10.617,2.229,2.145,2.297,2.239,0.952869315602409,149.866879,1.748897,0,1.555,1.507,1.612,1.537,0.78032758621,-22.3,-22.658,-22.893,10.015,9.94,10.122,9.981,2.145,1.775,2.285,2.251,4.725443843350916
965,4000736223555,149.8603735,1.7493245,true,false,false,false,149.860694,1.749089,0,0.352,0.341,0.365,0.352,5.0914827586,-20.015,-20.221,-21.248,9.455,9.396,9.511,9.458,0.369,0.263,0.682,0.324,1.4313556077510767,149.861751,1.749223,0,2.99,2.803,3.14,2.863,0.80111538462,-21.899,-22.009,-21.816,9.676,9.593,9.749,9.713,1.498,1.42,1.574,1.484,4.970139129242584
966,4000736224169,149.85719450000005,1.7766572,false,true,false,false,149.857788,1.776676,0,0.137,0.13,0.146,0.137,6.4231071429,-18.561,-18.79,-18.873,9.35,9.316,9.384,9.282,-1.2,-1.269,-1.132,-1.268,2.136645049691167,149.857728,1.775509,0,5.364,4.371,5.798,5.968,0.69625833333,-21.97,-22.431,-23.45,9.986,9.675,10.272,9.676,1.689,1.407,1.954,2.334,4.557537557005731
998,4000736631176,150.1330225,1.8714062,false,true,false,false,150.133266,1.871681,0,0.532,0.524,0.539,0.532,1.4196655172,-21.775,-22.108,-22.638,10.557,10.518,10.595,10.601,0.095,0.013,0.175,0.126,1.3214699679227102,150.132309,1.871486,0,1.233,0.97,1.605,1.305,0.405016,-18.504,-18.689,-18.716,8.659,8.457,8.811,8.723,-0.037,-0.375,0.265,-0.143,2.583253646317221
999,4000736631194,150.13069280000005,1.8717253,false,true,false,false,150.131053,1.871957,0,0.565,0.555,0.575,0.565,1.7778785714,-21.612,-21.803,-22.052,10.356,10.301,10.411,10.392,0.375,0.231,0.619,0.586,1.541247838186591,150.129986,1.871322,0,1.336,1.113,1.699,1.258,0.56826538462,-19.38,-19.464,-18.649,8.531,8.377,8.663,8.616,0.069,-0.081,0.34,0.019,2.928383274652916
1000,4000736631264,150.1292541,1.8737948,false,true,false,false,150.129564,1.874012,0,0.831,0.823,0.838,0.831,1.9218310345,-22.714,-22.969,-23.227,10.705,10.668,10.742,10.713,-0.81,-0.885,-0.735,-0.851,1.3618812742015807,150.129702,1.873182,0,1.389,1.345,1.425,1.411,1.0885807692,-21.996,-22.207,-22.362,10.47,10.425,10.516,10.452,-1.157,-1.517,-1.05,-1.112,2.732027240837113
