col1,SourceID,RA,Dec,isStageOne,isStageTwo,isStageThree,isStageFour
193,4000708130598,150.02664309999997,1.9229965,False,False,True,False
194,4000708223722,189.4254518,62.1902735,False,False,False,True
195,4000708323703,189.1810224,62.1389776,False,False,False,False
196,4000708323764,189.1323404,62.1523716,False,False,True,False
197,4000708326116,186.8060057,23.7871197,False,False,False,True
198,4000708326144,186.8091879,23.7875049,False,False,False,True
199,4000708326191,186.7785092,23.7907936,False,False,True,False
200,4000708326381,186.7863546,23.799052,True,False,False,False
201,4000708327006,186.7774483,23.8349987,False,False,False,True
202,4000708453914,15.9500001,21.8558391,False,False,False,True
203,4000708462573,15.9735314,21.9218693,False,False,False,True
204,4000708485855,12.5994131,-19.9243087,False,False,False,True
205,4000708486166,12.6054229,-19.921411,False,False,True,False
206,4000708534905,101.8766358,70.25682420000001,False,False,False,True
207,4000708544185,174.5265128,-11.5735847,False,False,False,True
208,4000708544232,174.543863,-11.5692454,True,False,False,False
209,4000708544257,174.5452092,-11.567987400000002,False,True,False,False
210,4000708544274,174.54343269999995,-11.5672385,False,False,True,False
211,4000708544357,174.50186269999998,-11.5613167,False,False,False,True
212,4000708544364,174.5371355,-11.560908,False,False,True,False
213,4000708544406,174.54429869999996,-11.558535699999998,False,True,False,False
214,4000708544466,174.51754530000005,-11.5540814,False,True,False,False
215,4000708544475,174.5336216,-11.5534477,False,False,True,False
216,4000708544613,174.5571514,-11.5439675,False,False,True,False
217,4000708544756,174.5474095,-11.533954199999998,False,True,False,False
218,4000708544779,174.53838269999997,-11.5357933,False,True,False,False
219,4000708544878,24.5921106,33.2699462,False,True,False,False
220,4000708544988,24.5906949,33.279467600000004,False,False,True,False
221,4000708545036,24.6012275,33.2845297,False,False,False,True
222,4000708545080,24.5691305,33.287190700000004,True,False,False,False
223,4000708545487,24.5840089,33.322559600000005,False,True,False,False
224,4000708545624,24.5884482,33.3120467,False,False,True,False
225,4000708546129,161.9289659,5.255095799999999,True,False,False,False
226,4000708546214,161.93445830000005,5.2632963,False,True,False,False
227,4000708546876,342.9344336000001,-17.8846264,False,True,False,False
228,4000708700124,189.0694855,62.3856545,False,False,False,True
229,4000708700457,189.0951627,62.4076519,False,False,True,False
230,4000708700595,189.1043263,62.4160856,False,False,False,True
231,4000708969397,24.1955518,41.4979938,False,True,False,False
232,4000708969684,24.179739399999995,41.53105770000001,False,False,False,True
233,4000708969707,24.2209818,41.5347927,False,False,False,True
234,4000708970553,195.0279028,27.9494402,False,False,False,False
235,4000709119165,53.18733710000001,-27.9108769,False,False,False,True
236,4000709120202,184.73271090000003,47.0468464,False,True,False,False
237,4000709120839,184.7017354,47.0576778,True,False,False,False
238,4000709120872,184.732427,47.0596384,False,False,False,True
239,4000709131374,53.1927228,-27.919102,False,False,False,False
240,4000709131423,53.2055231,-27.90765750000001,False,False,False,True
241,4000709434781,170.0436236,-12.1467385,False,False,False,True
242,4000709435304,170.0780185,-12.1255361,False,False,False,True
243,4000709435412,170.0673626,-12.1208102,False,False,False,False
244,4000709435657,170.0487434,-12.1076582,False,True,False,False
245,4000709436179,86.65200209999998,-53.7526202,False,False,True,False
246,4000709691803,109.3630032,37.7337671,True,False,False,False
247,4000709705379,142.0946721,36.7600052,False,False,False,True
248,4000709705511,142.12875680000005,36.7644271,True,False,False,False
249,4000709705615,142.0873695,36.76892470000001,True,False,False,False
250,4000709705691,142.0960701,36.77042700000001,False,False,False,True
251,4000709705937,142.0881769,36.7792579,False,True,False,False
252,4000709901179,8.8831552,36.49961,False,False,False,True
253,4000709904612,8.8991174,36.5285073,False,False,False,True
254,4000711650187,149.9385911,2.4332617,False,True,False,False
255,4000711650343,149.95705669999995,2.4382344,False,False,False,True
256,4000711651159,149.93299330000005,2.4773542,False,False,False,True
