"col1","SourceID","RA_1a","Dec_1a","isStageOne","isStageTwo","isStageThree","isStageFour","ra_1","dec_1","type_1","zpdf_1","zpdf_l68_1","zpdf_h68_1","zminchi2_1","chi2_best_1","m_i_1","m_z_1","m_k_1","mass_med_1","mass_med_min68_1","mass_med_max68_1","mass_best_1","sfr_med_1","sfr_med_min68_1","sfr_med_max68_1","sfr_best_1","Separation_1","ra_2","dec_2","type_2","zpdf_2","zpdf_l68_2","zpdf_h68_2","zminchi2_2","chi2_best_2","m_i_2","m_z_2","m_k_2","mass_med_2","mass_med_min68_2","mass_med_max68_2","mass_best_2","sfr_med_2","sfr_med_min68_2","sfr_med_max68_2","sfr_best_2","Separation_2"
12676,4001141438521,150.1141147,2.2028956,1,0,0,0,150.114117,2.202874,0,0.806,0.796,0.818,0.804,1.1531785714,-22.393,-22.659,-23.178,10.708,10.667,10.746,10.719,1.02,0.939,1.097,0.994,0.07819894312513409,150.114557,2.203116,0,0.736,0.727,0.746,0.736,3.450862069,-20.958,-21.034,-21.383,9.572,9.528,9.616,9.588,1.0,0.932,1.068,0.999,1.7779640773600491
12677,4001141438557,150.11560659999995,2.2063822,0,1,0,0,150.115591,2.206389,0,0.41,0.402,0.418,0.411,2.0436571429,-19.741,-19.933,-20.03,9.549,9.515,9.584,9.546,-0.599,-0.668,-0.53,-0.649,0.06122533169973829,150.115847,2.206479,0,0.61,0.598,0.622,0.612,3.00005,-19.799,-19.908,-20.149,9.332,9.295,9.376,9.339,0.156,0.05,0.411,0.092,0.9323703779178983
12678,4001141438579,150.121016,2.208254,0,0,0,1,150.121018,2.208299,0,0.941,0.933,0.948,0.941,2.2453310345,-21.622,-21.94,-22.417,9.906,9.866,9.941,9.911,1.501,1.432,1.569,1.48,0.16215968374400183,,,,,,,,,,,,,,,,,,,,
12679,4001141438610,150.0951333,2.2131155,1,0,0,0,150.095086,2.213123,0,0.79,0.783,0.797,0.791,3.5404333333,-21.645,-21.756,-22.261,10.2,10.166,10.234,10.232,-0.9,-0.968,-0.832,-0.904,0.17228186024477568,150.095093,2.212283,0,2.287,1.788,3.133,1.975,0.95267083333,-18.853,-19.089,-20.071,8.754,8.533,8.982,8.358,0.441,0.075,0.678,1.021,3.000504262670854
12711,4001143783401,150.66943500000005,1.6104376,0,1,0,0,150.669535,1.610536,0,0.63,0.623,0.637,0.628,1.5147391304,-21.189,-21.347,-21.302,9.788,9.73,9.839,9.775,0.716,0.636,0.788,0.708,0.504959018702376,150.670431,1.610377,0,0.615,0.194,1.018,0.216,0.59772380952,-16.465,-16.666,-16.812,7.598,7.31,7.913,7.201,-0.964,-1.385,-0.545,-0.144,3.590817063483695
12712,4001143784080,150.65077419999997,1.6451343,0,0,0,1,150.650777,1.645352,0,0.844,0.834,0.853,0.845,2.000524,-21.92,-22.141,-22.428,10.139,10.103,10.181,10.144,1.248,1.16,1.341,1.231,0.7837847670416207,,,,,,,,,,,,,,,,,,,,
12713,4001143784106,150.67793989999996,1.6466484,0,1,0,0,150.677999,1.646876,0,0.66,0.653,0.667,0.66,10.628045455,-20.633,-20.758,-20.34,9.186,9.14,9.238,9.174,1.443,1.356,1.526,1.444,0.8465106284082277,150.678127,1.646189,0,0.005,0.002,0.008,0.01,11.831,-10.599,-10.723,-10.857,7.389,7.335,7.435,5.721,-2.089,-2.166,-2.012,-3.442,1.7856358265508423
12714,4001143784129,150.6611921,1.6428507,0,1,0,0,150.661398,1.643408,0,1.095,1.082,1.108,1.094,1.1828086957,-21.539,-21.648,-21.541,9.798,9.755,9.843,9.797,1.155,1.071,1.242,1.131,2.138724953645017,150.661398,1.643408,0,1.095,1.082,1.108,1.094,1.1828086957,-21.539,-21.648,-21.541,9.798,9.755,9.843,9.797,1.155,1.071,1.242,1.131,2.138724953645017
12715,4001143794928,150.726187,1.8931457,0,0,0,1,150.726321,1.893405,0,0.662,0.654,0.669,0.664,2.8915827586,-22.461,-22.712,-23.224,10.502,10.467,10.537,10.527,1.4,1.332,1.469,1.393,1.0506382190844061,,,,,,,,,,,,,,,,,,,,
12716,4001143794973,150.69109709999995,1.8960686,1,0,0,0,150.691253,1.896333,0,0.358,0.35,0.367,0.357,2.1976068966,-20.071,-20.256,-20.421,9.478,9.42,9.597,9.431,0.239,0.016,0.352,0.268,1.1048279721587972,150.691588,1.896569,0,0.366,0.358,0.375,0.366,2.4187172414,-18.847,-18.983,-19.649,8.894,8.856,8.933,8.907,-0.09,-0.165,-0.015,-0.077,2.5228760214123835
12717,4001143795037,150.7284361,1.8983781,0,0,0,1,150.728615,1.898623,0,0.502,0.493,0.51,0.501,2.6502448276,-21.789,-21.983,-22.041,9.877,9.825,10.007,9.833,1.548,1.2,1.652,1.599,1.0916141115060338,,,,,,,,,,,,,,,,,,,,
12755,4001144288835,150.4453618,2.7850732,0,0,1,0,150.445401,2.784957,0,1.327,1.306,1.345,1.33,1.8036068966,-22.805,-22.702,-23.222,10.179,10.136,10.224,10.181,2.199,2.131,2.268,2.18,0.44142888544515363,150.444934,2.784035,0,0.803,0.785,0.821,0.807,1.1066928571,-20.755,-20.84,-20.876,9.494,9.353,9.672,9.45,0.815,0.421,1.117,1.015,4.0416957385657835
12756,4001144288841,150.44568569999996,2.785362,0,0,0,0,150.445644,2.785207,0,0.622,0.599,0.679,0.616,1.4175192308,-17.755,-17.864,-17.429,8.214,8.155,8.274,8.289,-0.802,-0.922,-0.558,-0.845,0.5777947732595273,150.446128,2.785407,0,0.584,0.459,0.683,0.656,0.99485555556,-16.958,-17.009,-16.993,7.69,7.565,7.802,7.727,-0.961,-1.084,-0.725,-1.039,1.5986282952369049
12757,4001144289123,150.4174491,2.7976411,0,0,0,1,150.417306,2.797677,0,0.536,0.528,0.545,0.536,1.0738827586,-21.513,-21.825,-22.399,10.264,10.221,10.3,10.31,0.826,0.707,1.076,0.822,0.53052856768589,,,,,,,,,,,,,,,,,,,,
12779,4001145979146,150.30697,2.4726285,0,0,0,1,150.306797,2.472728,0,0.512,0.502,0.522,0.51,1.1486428571,-20.578,-20.733,-20.667,9.425,9.375,9.509,9.411,0.757,0.495,0.853,0.814,0.7179589910345998,,,,,,,,,,,,,,,,,,,,
12780,4001145979194,150.309312,2.4748926,0,0,0,1,150.309238,2.475054,0,1.223,1.212,1.235,1.222,3.3395724138,-22.782,-22.715,-22.823,10.399,10.365,10.434,10.385,1.499,1.431,1.568,1.468,0.6390963156897022,,,,,,,,,,,,,,,,,,,,
12781,4001145979619,150.3077243,2.4923414,1,0,0,0,150.30762,2.492498,0,0.524,0.513,0.534,0.527,1.2522448276,-20.804,-20.944,-20.927,9.577,9.526,9.63,9.62,0.581,0.438,0.769,0.545,0.6771587299340518,150.308285,2.493608,0,0.402,0.153,0.674,0.464,0.50758,-15.894,-15.985,-15.86,7.353,7.167,7.561,7.368,-1.522,-1.879,-1.163,-2.655,4.985792366730933
12782,4001145979663,150.3333533,2.4936607000000004,0,1,0,0,150.332783,2.494136,0,0.353,0.344,0.36,0.353,0.79717142857,-20.894,-21.132,-21.328,10.099,10.065,10.134,10.092,-2.503,-2.572,-2.433,-2.475,2.671132979268866,150.333195,2.492824,0,0.95,0.821,1.056,0.984,0.39899615385,-18.611,-18.717,-18.544,8.556,8.399,8.688,8.764,-0.179,-0.447,0.115,-0.545,3.0654551915940558
12783,4001145979665,150.3135918,2.493503,0,0,0,1,150.313603,2.493712,0,1.24,1.22,1.255,1.248,2.2627071429,-22.34,-22.538,-23.085,10.352,10.204,10.406,10.388,1.685,1.577,1.907,1.64,0.7534775278929433,,,,,,,,,,,,,,,,,,,,
12784,4001145979743,150.30579719999997,2.4970163,0,0,0,1,150.305601,2.497182,0,0.666,0.654,0.702,0.657,2.0145068966,-20.987,-21.105,-21.921,9.885,9.842,9.931,9.908,1.155,1.069,1.248,1.16,0.9240005645181687,,,,,,,,,,,,,,,,,,,,
12785,4001145979795,150.32782849999995,2.4991391,0,0,0,1,150.328605,2.499447,0,0.814,0.435,1.028,0.207,0.362854,-17.529,-17.663,-17.521,8.08,7.903,8.231,7.911,-0.453,-0.694,-0.163,-0.086,3.0046698629559168,,,,,,,,,,,,,,,,,,,,
12786,4001145979807,150.3275571,2.4994614,0,0,0,0,150.326702,2.499073,1,0.621,0.522,0.657,0.643,3.165888,-19.085,-18.903,-18.546,9.041,8.948,9.264,8.998,-1.791,-5.795,-1.556,-5.757,3.3783658559956065,150.326702,2.499073,1,0.621,0.522,0.657,0.643,3.165888,-19.085,-18.903,-18.546,9.041,8.948,9.264,8.998,-1.791,-5.795,-1.556,-5.757,3.3783658559956065
12787,4001145980154,150.3219905,2.5125983,0,0,1,0,150.322453,2.512423,0,0.761,0.751,0.771,0.763,1.9021655172,-22.581,-22.71,-23.05,10.446,10.408,10.486,10.476,1.518,1.438,1.598,1.499,1.7790895145547283,150.322453,2.512423,0,0.761,0.751,0.771,0.763,1.9021655172,-22.581,-22.71,-23.05,10.446,10.408,10.486,10.476,1.518,1.438,1.598,1.499,1.7790895145547283
12788,4001145980219,150.3233182,2.5158474,0,0,0,1,150.323136,2.516054,0,0.493,0.478,0.506,0.5,7.8883103448,-22.55,-22.824,-22.625,10.841,10.803,10.881,10.837,1.211,1.135,1.287,1.135,0.9912522042251165,,,,,,,,,,,,,,,,,,,,
12803,4001146719745,150.539141,2.8124362,1,0,0,0,150.539958,2.812615,0,0.66,0.653,0.667,0.66,2.0111,-22.117,-22.253,-22.309,10.151,10.116,10.185,10.153,1.3,1.232,1.368,1.323,3.0073498904349196,150.539958,2.812615,0,0.66,0.653,0.667,0.66,2.0111,-22.117,-22.253,-22.309,10.151,10.116,10.185,10.153,1.3,1.232,1.368,1.323,3.0073498904349196
12804,4001146719777,150.5610708,2.8134402,1,0,0,0,150.561039,2.813917,0,0.688,0.66,0.702,0.696,2.5614310345,-22.049,-22.234,-22.799,10.345,10.306,10.389,10.361,1.398,1.301,1.497,1.383,1.7202841860286606,150.561899,2.813272,0,0.589,0.11,0.797,0.805,1.056076,-17.36,-17.458,-17.29,8.0,7.808,8.187,8.183,-0.662,-0.964,-0.33,-1.031,3.0388649798962035
12805,4001146719989,150.5650396,2.8239151,1,0,0,0,150.565135,2.824192,0,0.561,0.537,0.587,0.54,0.84105,-20.794,-21.147,-21.631,10.191,10.128,10.279,10.142,0.434,0.281,0.591,0.281,1.0542080913495977,150.564826,2.824901,0,0.686,0.659,0.7,0.664,1.754144,-21.555,-21.73,-21.903,9.884,9.83,9.93,9.894,1.202,1.115,1.452,1.204,3.6313865607822478
12806,4001146720060,150.5772476,2.8311517000000004,0,0,0,1,150.577327,2.831439,0,0.21,0.203,0.218,0.209,3.695875,-21.914,-22.228,-22.639,10.7,10.665,10.734,10.689,0.101,0.032,0.17,0.132,1.0729586540909664,,,,,,,,,,,,,,,,,,,,
12807,4001146720274,150.5670808,2.8385107999999994,1,0,0,0,150.567416,2.838533,0,0.266,0.255,0.285,0.263,1.3062913043,-17.285,-17.316,-17.681,8.21,8.135,8.317,8.285,-0.927,-1.104,-0.784,-1.076,1.2078862970664623,150.567416,2.838533,0,0.266,0.255,0.285,0.263,1.3062913043,-17.285,-17.316,-17.681,8.21,8.135,8.317,8.285,-0.927,-1.104,-0.784,-1.076,1.2078862970664623
12808,4001146720506,150.5366007,2.8528659,0,0,0,1,150.536496,2.852951,0,0.997,0.99,1.006,0.996,5.57744,-22.319,-22.444,-22.271,9.656,9.618,9.69,9.663,1.9,1.832,1.968,1.932,0.48535883117755146,,,,,,,,,,,,,,,,,,,,
12809,4001146720712,150.5347323,2.8579436,1,0,0,0,150.533989,2.857283,0,2.455,2.372,2.517,2.47,0.54585454545,-22.841,-22.503,-22.525,10.038,9.888,10.126,10.09,1.617,1.528,1.963,1.586,3.5774547170117716,150.533989,2.857283,0,2.455,2.372,2.517,2.47,0.54585454545,-22.841,-22.503,-22.525,10.038,9.888,10.126,10.09,1.617,1.528,1.963,1.586,3.5774547170117716
12810,4001147024764,149.7338842,2.147015,0,0,1,0,149.733836,2.147392,0,0.673,0.664,0.682,0.672,1.3521034483,-22.006,-22.136,-22.359,10.248,10.21,10.289,10.213,1.379,1.188,1.461,1.347,1.3682319846600535,149.73398,2.146187,0,0.823,0.698,0.968,0.839,1.1807,-18.069,-18.318,-18.655,8.483,8.248,8.693,8.344,-0.213,-0.616,0.095,-0.088,3.0006572579727195
12811,4001147024824,149.72982,2.14837,0,0,0,1,149.729736,2.14849,0,0.703,0.694,0.71,0.703,1.5024551724,-22.631,-22.879,-23.205,10.477,10.428,10.535,10.476,1.704,1.474,1.83,1.784,0.5272013315728103,,,,,,,,,,,,,,,,,,,,
12812,4001147024981,149.7099045,2.1537276000000003,0,0,0,1,149.710457,2.153352,0,0.682,0.545,0.881,0.612,0.36998615385,-18.707,-18.887,-18.729,8.684,8.474,8.9,8.997,-0.195,-0.58,0.206,-0.61,2.4039283160366525,,,,,,,,,,,,,,,,,,,,
12813,4001147025046,149.7084043,2.1576816,0,0,0,1,149.708276,2.158088,0,0.054,0.045,0.063,0.054,1.7173482759,-17.112,-17.242,-17.203,8.695,8.658,8.732,8.617,-2.008,-2.083,-1.934,-2.115,1.534117570022608,,,,,,,,,,,,,,,,,,,,
12814,4001147025574,149.74987439999995,2.1760627999999995,1,0,0,0,149.749478,2.175529,0,0.351,0.343,0.357,0.353,3.4045517241,-21.71,-21.915,-22.321,10.159,10.118,10.2,10.222,0.687,0.615,0.769,0.718,2.392981794595588,149.749478,2.175529,0,0.351,0.343,0.357,0.353,3.4045517241,-21.71,-21.915,-22.321,10.159,10.118,10.2,10.222,0.687,0.615,0.769,0.718,2.392981794595588
12815,4001147025758,149.7576805,2.1813307,0,0,1,0,149.758183,2.181201,0,0.889,0.882,0.897,0.889,1.6000892857,-22.59,-23.002,-23.705,10.75,10.7,10.792,10.785,1.77,1.664,2.021,1.763,1.8670175740564718,149.758183,2.181201,0,0.889,0.882,0.897,0.889,1.6000892857,-22.59,-23.002,-23.705,10.75,10.7,10.792,10.785,1.77,1.664,2.021,1.763,1.8670175740564718
12843,4001148521966,150.2357476,1.6407443,0,0,0,1,150.235766,1.640552,0,0.353,0.34,0.367,0.354,4.0298148148,-18.127,-18.128,-18.625,8.364,8.319,8.405,8.412,-0.38,-0.466,-0.309,-0.353,0.6954392419739234,,,,,,,,,,,,,,,,,,,,
12844,4001148522187,150.2358112,1.6508599999999998,0,0,0,1,150.236824,1.648383,0,0.861,0.349,2.106,1.03,0.13769083333,-16.578,-16.745,-16.789,7.8,7.558,8.004,7.542,-0.786,-1.132,-0.462,-0.188,9.63324132352247,,,,,,,,,,,,,,,,,,,,
12845,4001148522254,150.25605880000003,1.6550631000000002,0,0,0,1,150.256206,1.655447,0,0.548,0.541,0.556,0.548,3.0901517241,-22.493,-22.847,-23.387,10.848,10.813,10.885,10.853,0.997,0.927,1.067,0.992,1.4800727892053611,,,,,,,,,,,,,,,,,,,,
12846,4001148522393,150.22438369999998,1.6592196,1,0,0,0,150.224456,1.659563,0,0.882,0.854,0.906,0.902,1.0931758621,-21.822,-21.997,-22.251,10.201,10.166,10.236,10.187,1.293,1.224,1.366,1.27,1.263320310787525,150.224456,1.659563,0,0.882,0.854,0.906,0.902,1.0931758621,-21.822,-21.997,-22.251,10.201,10.166,10.236,10.187,1.293,1.224,1.366,1.27,1.263320310787525
12886,4001151224626,150.20243630000004,2.3147879,1,0,0,0,150.202864,2.31494,0,0.354,0.344,0.364,0.353,0.80795357143,-19.592,-19.773,-20.036,9.423,9.312,9.48,9.43,-0.191,-0.275,-0.107,-0.186,1.6330008973107761,150.202124,2.313998,0,1.513,1.412,1.638,1.485,0.46995555556,-19.747,-19.805,-19.547,8.69,8.526,8.765,8.708,0.64,0.521,0.739,0.634,3.0574879666426495
12893,4001151923967,150.0979611,2.2934978,0,0,0,1,150.098138,2.293447,0,0.352,0.344,0.359,0.352,1.5285034483,-21.777,-22.028,-22.471,10.491,10.456,10.53,10.471,0.277,-0.023,0.361,0.276,0.6620882064019893,,,,,,,,,,,,,,,,,,,,
12895,4001151924165,150.11531010000004,2.3152774,0,0,0,1,150.115336,2.31524,0,0.653,0.644,0.694,0.653,2.8411724138,-20.592,-20.672,-21.077,9.223,9.159,9.271,9.255,1.114,1.037,1.182,1.135,0.16372977476209716,,,,,,,,,,,,,,,,,,,,
12896,4001151924242,150.0878372,2.326234,1,0,0,0,150.087986,2.326165,0,0.94,0.933,0.947,0.939,1.5376068966,-21.824,-21.995,-22.187,9.886,9.852,9.928,9.889,1.4,1.332,1.468,1.418,0.5900702365250813,150.088296,2.327203,0,1.45,1.308,1.693,1.331,0.45803333333,-19.541,-19.665,-19.447,9.028,8.908,9.141,9.198,0.062,-0.223,0.336,-0.27,3.859078268216853
12897,4001152118413,149.5829706,2.4922825,0,0,0,1,149.5828,2.492308,0,0.494,0.485,0.502,0.495,2.4933758621,-21.072,-21.211,-21.14,9.641,9.606,9.681,9.632,0.902,0.832,0.973,0.886,0.6204083284152259,,,,,,,,,,,,,,,,,,,,
12898,4001152118473,149.5655091,2.4941365,0,0,1,0,149.565291,2.493926,0,0.488,0.48,0.497,0.488,1.5314428571,-21.294,-21.437,-21.295,9.764,9.721,9.811,9.777,0.863,0.641,0.956,0.911,1.090673973768639,149.565919,2.494248,0,0.73,0.71,0.751,0.74,1.0226035714,-20.448,-20.451,-20.586,9.407,9.357,9.476,9.391,0.65,0.347,0.755,0.675,1.5279108404944568
12899,4001152118495,149.6030829,2.4952972,1,0,0,0,149.603357,2.494927,0,0.579,0.572,0.587,0.578,2.146362069,-22.47,-22.856,-23.297,10.723,10.673,10.78,10.677,1.394,1.311,1.477,1.377,1.6577070085588081,149.603357,2.494927,0,0.579,0.572,0.587,0.578,2.146362069,-22.47,-22.856,-23.297,10.723,10.673,10.78,10.677,1.394,1.311,1.477,1.377,1.6577070085588081
12900,4001152118766,149.577872,2.5053999,1,0,0,0,149.577186,2.504902,0,0.581,0.574,0.589,0.582,1.1642517241,-21.64,-21.915,-22.13,10.15,10.107,10.199,10.119,1.099,0.871,1.206,1.149,3.0496087212856438,149.577186,2.504902,0,0.581,0.574,0.589,0.582,1.1642517241,-21.64,-21.915,-22.13,10.15,10.107,10.199,10.119,1.099,0.871,1.206,1.149,3.0496087212856438
12901,4001152118776,149.5573986,2.5057810000000003,0,1,0,0,149.561095,2.506577,0,0.541,0.532,0.551,0.54,6.9481724138,-21.184,-21.492,-21.61,9.645,9.565,9.751,9.648,1.305,1.176,1.601,1.311,13.599646839433234,149.561095,2.506577,0,0.541,0.532,0.551,0.54,6.9481724138,-21.184,-21.492,-21.61,9.645,9.565,9.751,9.648,1.305,1.176,1.601,1.311,13.599646839433234
12902,4001152119041,149.56461090000005,2.5154650000000003,0,0,0,1,149.564434,2.515459,0,0.376,0.367,0.385,0.375,1.2488214286,-19.385,-19.531,-19.699,9.11,9.052,9.178,9.044,0.118,-0.138,0.281,0.214,0.6365929063726447,,,,,,,,,,,,,,,,,,,,
12903,4001152119594,149.5910509,2.5338868,0,0,0,1,149.590948,2.533845,0,0.958,0.949,0.967,0.958,1.5442551724,-22.811,-23.153,-23.815,10.84,10.804,10.881,10.869,1.525,1.438,1.745,1.512,0.39950195773895897,,,,,,,,,,,,,,,,,,,,
12904,4001152119713,149.5914097,2.5336696,0,0,0,0,149.592234,2.533556,0,2.796,2.359,2.991,2.961,1.0192538462,-21.408,-21.523,-20.593,9.442,9.252,9.565,9.538,0.708,0.611,1.054,0.661,2.992653995515437,149.592234,2.533556,0,2.796,2.359,2.991,2.961,1.0192538462,-21.408,-21.523,-20.593,9.442,9.252,9.565,9.538,0.708,0.611,1.054,0.661,2.992653995515437
12931,4001153707266,149.7363342,2.4184177000000004,0,0,1,0,149.734312,2.419637,0,1.39,1.353,1.427,1.391,1.4547392857,-21.839,-21.875,-22.358,9.723,9.667,9.779,9.722,1.762,1.679,1.85,1.771,8.495313823034616,149.734312,2.419637,0,1.39,1.353,1.427,1.391,1.4547392857,-21.839,-21.875,-22.358,9.723,9.667,9.779,9.722,1.762,1.679,1.85,1.771,8.495313823034616
12932,4001153707280,149.70642790000005,2.4197557,0,0,1,0,149.706527,2.420055,0,0.347,0.34,0.357,0.347,2.772062963,-20.268,-20.381,-20.499,9.473,9.404,9.601,9.673,0.172,-0.091,0.472,-0.029,1.1349070191483637,149.706853,2.419223,0,0.821,0.791,0.85,0.794,1.5639333333,-19.374,-19.306,-19.058,8.295,8.191,8.438,8.187,0.559,0.302,0.854,0.846,2.4526471273791235
12933,4001153707347,149.7205623,2.4218938,0,0,0,1,149.720677,2.422181,0,0.9,0.893,0.907,0.898,1.0692821429,-21.152,-21.113,-20.926,9.475,9.378,9.527,9.496,0.871,0.77,1.12,0.857,1.1131886593142224,,,,,,,,,,,,,,,,,,,,
12934,4001153707803,149.712829,2.4416725,0,0,0,1,149.712934,2.441909,0,0.372,0.362,0.382,0.371,1.6642068966,-21.908,-22.106,-22.473,10.372,10.295,10.425,10.418,0.456,0.35,0.709,0.399,0.9314003470162201,,,,,,,,,,,,,,,,,,,,
13058,4001156736268,150.4171459,1.5981442,0,0,0,1,150.417639,1.597451,0,0.673,0.664,0.68,0.673,2.840724,-23.09,-23.427,-23.7,11.017,10.963,11.068,11.019,1.583,1.51,1.662,1.528,3.062084767972692,,,,,,,,,,,,,,,,,,,,
13059,4001156736529,150.4631654,1.6093964,0,0,1,0,150.463493,1.609492,0,0.941,0.927,0.966,0.936,1.3650125,-21.154,-21.322,-21.133,9.615,9.565,9.666,9.582,1.061,0.958,1.15,1.032,1.22810378906348,150.463477,1.609048,0,0.516,0.481,0.539,0.531,0.57989583333,-19.455,-19.623,-19.853,9.341,9.225,9.447,9.396,-0.015,-0.16,0.249,-0.041,1.6824004005623232
13060,4001156736969,150.4749243,1.6269182,0,1,0,0,150.475218,1.626684,0,0.83,0.822,0.837,0.829,3.554725,-23.07,-23.358,-23.807,11.204,11.167,11.238,11.171,-0.189,-0.264,-0.113,-0.164,1.351989618028755,150.475224,1.626214,0,0.941,0.933,0.948,0.942,3.5268625,-22.753,-23.018,-23.542,10.59,10.55,10.638,10.565,1.782,1.7,1.863,1.807,2.7549889062055124
13076,4001157453388,150.0732457,2.7807713,0,0,0,1,150.073479,2.780417,0,1.46,1.441,1.481,1.457,3.1817535714,-23.285,-23.32,-23.607,10.252,10.18,10.311,10.227,2.465,2.023,2.557,2.508,1.526626210337121,,,,,,,,,,,,,,,,,,,,
13077,4001157453522,150.07538,2.7898264,1,0,0,0,150.075284,2.789185,0,0.753,0.743,0.762,0.752,1.2665275862,-21.803,-21.888,-21.992,9.949,9.915,9.984,9.968,1.3,1.231,1.368,1.276,2.3346995940028776,150.074674,2.789943,0,0.33,0.323,0.337,0.33,3.2068827586,-20.261,-20.398,-20.518,9.467,9.422,9.592,9.471,0.086,0.005,0.166,0.114,2.57305756822672
13078,4001157454172,150.05092549999995,2.8185837000000005,1,0,0,0,150.050775,2.818841,0,0.503,0.489,0.514,0.505,1.58722,-21.421,-21.656,-21.91,10.204,10.167,10.239,10.238,0.338,0.241,0.482,0.377,1.0727683813622766,150.051025,2.81791,0,0.261,0.254,0.268,0.263,5.2253043478,-15.365,-15.657,-16.849,7.1,7.066,7.134,7.203,-0.212,-0.28,-0.136,-0.134,2.4515656553751675
13079,4001157454261,150.0448447,2.8226813,0,1,0,0,150.04509,2.822306,0,1.595,1.506,1.715,1.506,1.4217217391,-21.552,-21.907,-22.993,10.419,10.154,10.561,10.544,1.612,1.302,1.974,1.291,1.6134920355393731,150.04509,2.822306,0,1.595,1.506,1.715,1.506,1.4217217391,-21.552,-21.907,-22.993,10.419,10.154,10.561,10.544,1.612,1.302,1.974,1.291,1.6134920355393731
